id,title,isbn,language_code,num_pages,pub_year,total_copies,in_stock
14959,Strange Fits of Passion,9780156031394,eng,352,10/4/2005,20,12
14960,Eden Close,9780156031332,en-US,265,10/4/2005,15,6
14962,Where or When,9780156031271,eng,241,10/4/2005,11,6
14964,Body Surfing,9780316059855,eng,291,4/24/2007,4,0
14975,Labyrinth (Languedoc  #1),9780425213971,eng,515,2/6/2007,9,2
14978,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),9780345475732,eng,370,9/27/2005,11,3
14981,Labyrinths: Selected Stories and Other Writings,9780141184845,eng,287,9/28/2000,8,0
14983,El laberinto,9788408065876,spa,626,1/1/2006,18,5
14990,Spook: Science Tackles the Afterlife,9780393329124,en-US,311,9/26/2006,19,0
14995,Odd Thomas (Odd Thomas  #1),9780553384284,eng,446,8/29/2006,15,12
14996,Brother Odd (Odd Thomas  #3),9780553804805,eng,364,11/28/2006,1,0
15003,Rape: A Love Story,9780786714827,eng,154,12/21/2004,15,3
15004,First Love: A Gothic Tale,9780880015080,eng,86,8/21/1997,20,19
15012,The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,9780520024793,eng,360,1/7/1974,14,7
15014,Crucial Conversations: Tools for Talking When Stakes Are High,9780071401944,eng,240,7/9/2002,7,7
15015,Conversations with God: An Uncommon Dialogue  Book 1,9780399142789,eng,240,10/29/1996,16,12
15018,Conversations With God: An Uncommon Dialogue  Book 3,9781571741035,eng,392,12/3/2005,1,0
15019,Conversations With God: An Uncommon Dialogue  Book 2,9781571740564,eng,263,12/3/2005,12,2
15021,Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,9780471747192,eng,251,1/1/2006,10,10
15022,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace,9780767921695,en-US,228,12/27/2005,20,10
15023,Conversation: A History of a Declining Art,9780300110302,eng,368,3/11/2006,20,15
15030,Bono: In Conversation with Michka Assayas,9781573223096,en-US,336,4/21/2005,13,1
15034,Michael Powell: Interviews,9781578064984,eng,186,3/3/2003,17,7
15044,Art and Lies,9780679762706,eng,240,2/20/1996,9,5
15045,Tanglewreck,9781582349190,eng,415,7/1/2006,10,2
15046,Weight: The Myth of Atlas and Heracles,9781841957180,eng,151,10/5/2005,1,1
15047,The Passion,9780802135223,eng,176,8/7/1997,17,2
15048,Art Objects: Essays on Ecstasy and Effrontery,9780679768203,eng,192,2/4/1997,14,10
15049,The World and Other Places: Stories,9780375702365,eng,240,6/20/2000,13,1
15050,Sexing the Cherry,9780802135780,eng,167,8/10/1998,9,5
15052,Lighthousekeeping,9780156032896,eng,232,4/3/2006,16,12
15054,Written on the Body,9780679744474,eng,192,2/1/1994,1,0
15058,I'm Telling You Stories: Jeanette Winterson and the Politics of Reading (Postmodern Studies 25),9789042003408,eng,136,1/1/1998,11,5
15060,Easy Riders  Raging Bulls: How the Sex-Drugs-And-Rock-'N'-Roll Generation Saved Hollywood,9780747544210,eng,506,12/10/2014,7,5
15066,It's Only a Movie  Ingrid: Encounters on and Off Screen,9780747230212,eng,320,8/17/1989,17,7
15073,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,9780883657270,en-US,512,8/1/2005,3,1
15075,The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,9780385418133,en-US,496,12/1/1991,15,5
15082,The Complete Films Of Alfred Hitchcock,9780806524276,eng,256,12/1/2002,8,6
15085,The Mystery of the Whispering Mummy (Alfred Hitchcock and The Three Investigators  #3),9780394837680,en-US,185,9/12/1985,13,9
15087,Alfred Hitchcock and the Making of Psycho,9780714530031,en-GB,224,1/1/1998,6,4
15096,Five Quarters of the Orange,9780060958022,eng,307,6/4/2002,15,1
15098,Five Quarters of the Orange,9780061214608,eng,336,1/2/2007,18,11
15100,Sleep  Pale Sister,9780060787110,en-US,396,8/30/2005,7,6
15101,Blackberry Wine,9780380815920,eng,368,12/23/2003,7,0
15102,Gentlemen and Players,9780060559144,eng,422,1/3/2006,17,12
15104,Blackberry Wine,9780552998000,eng,334,4/1/2001,8,6
15110,The Lollipop Shoes (Chocolat  #2),9780385609487,eng,464,5/2/2007,3,1
15111,The French Kitchen: A Cookbook,9780385607018,eng,256,11/3/2003,19,19
15124,Holy Madness: The Shock Tactics Radical Teachings Crazy Wise Adepts Holy Fools Rascal Gurus,9780140193701,eng,320,10/1/1992,17,15
15136,The Adventuress,9780810970526,eng,144,9/1/2006,7,1
15137,The Time Traveler's Wife,9780563504832,eng,5,8/1/2005,11,2
15138,La mujer del viajero en el tiempo,9780307344830,spa,608,12/6/2005,17,7
15148,Ralph Ellison: A Biography,9780375408274,eng,657,4/24/2007,8,3
15154,The Collectors (Camel Club  #2),9780446531092,en-US,438,10/18/2006,18,15
15157,Saving Faith,9780446608893,eng,528,9/1/2000,4,0
15160,Total Control,9780330419659,eng,613,8/1/2003,7,3
15167,She Got Up Off the Couch: And Other Heroic Acts from Mooreland  Indiana,9780743285001,en-US,313,2/1/2007,10,5
15168,Orville: A Dog Story,9780618159550,en-US,32,9/22/2003,12,12
15170,The Solace Of Leaving Early,9780007152537,en-GB,315,11/3/2003,15,10
15173,The Used World,9780743247788,eng,308,9/18/2007,16,11
15174,Something Rising,9780743247771,eng,288,4/5/2005,6,0
15177,Bridge of Birds (The Chronicles of Master Li and Number Ten Ox  #1),9780345321381,eng,278,4/12/1985,6,2
15186,American Film Guide,9780893562502,eng,5,1/1/1983,10,10
15190,Looking for God in Harry Potter,9781414306346,eng,234,2/17/2006,12,6
15194,Shades of Murder (Mitchell and Markby Village  #13),9780747268031,eng,404,2/1/2001,8,2
15195,The Complete Maus,9780141014081,eng,296,10/2/2003,16,8
15196,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),9780394541556,eng,159,11/1/1991,7,3
15209,Radical Chic & Mau-Mauing the Flak Catchers,9780553380620,eng,144,10/5/1999,14,7
15211,Katz und Maus,9783423118224,ger,178,9/1/1999,7,5
15216,Sorcery Rising (Fool's Gold  #1),9780756401108,en-US,528,7/1/2003,4,0
15221,The Lord of the Rings: The Two Towers: Visual Companion,9780618258024,eng,72,11/6/2002,7,5
15225,In the Green Star's Glow (Green Star  #5),9780879972165,eng,192,1/20/1976,13,10
15229,By the Light of the Green Star (Green Star  #3),9780879971205,eng,175,7/16/1974,9,7
15232,The Lord of the Rings: A Reader's Companion,9780618642670,eng,416,12/27/2005,4,2
15239,The Lord of the Rings: Official Movie Guide,9780618154029,eng,120,11/6/2001,3,0
15241,The Two Towers (The Lord of the Rings  #2),9780618346264,eng,322,9/5/2003,1,0
15245,The Return of the King (The Lord of the Rings  #3),9780007171996,eng,554,11/6/2003,4,1
15249,The Lord of the Rings: The Return of the King - Visual Companion,9780007116263,eng,72,11/6/2003,16,2
15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,9780425198322,eng,320,10/5/2004,5,5
15260,The Magical Worlds of Lord of the Rings: The Amazing Myths  Legends and Facts Behind the Masterpiece,9780425187715,eng,208,10/1/2002,12,10
15273,The Rough Guide to Australia 7,9781843534754,eng,1256,10/1/2005,10,7
15276,The Rough Guide to Vietnam,9781843536161,eng,639,10/1/2006,19,1
15294,魔戒首部曲：魔戒現身,9789570823363,zho,608,12/20/2001,16,9
15295,A Gateway to Sindarin: A Grammar of an Elvish Language from J.R.R. Tolkien's Lord of the Rings,9780874808001,en-US,438,11/8/2004,2,1
15298,The Return of the King (The Lord of the Rings  #3),9780618574971,en-US,508,6/1/2005,6,4
15309,The Laughing Corpse (Anita Blake  Vampire Hunter  #2),9780425204665,en-US,301,8/2/2005,18,6
15312,What the Corpse Revealed,9780312975739,eng,320,12/15/2000,12,8
15314,Corpse: Nature  Forensics  and the Struggle to Pinpoint Time of Death,9780738207711,eng,270,10/17/2002,4,2
15316,The Main Corpse (A Goldy Bear Culinary Mystery #6),9780553574630,en-US,384,7/1/1997,7,1
15318,魔戒二部曲：雙城奇謀,9789570823370,zho,467,12/20/2001,6,6
15320,Exquisite Corpse,9780684836270,eng,240,8/20/1997,5,3
15330,The Return of the King (The Lord of the Rings  #3),9780563536598,eng,1,3/4/2002,11,1
15331,The Fellowship of the Ring (The Lord of the Rings  #1),9780618574940,eng,506,6/1/2004,3,1
15336,The Lord of the Rings / The Hobbit,9780007144082,eng,1600,10/7/2002,13,4
15348,Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,9780451452610,eng,149,7/1/1993,13,5
15351,The Return of the Shadow: The History of The Lord of the Rings  Part One (The History of Middle-Earth  #6),9780618083572,eng,512,9/1/2000,15,7
15361,Les Deux Tours (Le Seigneur des Anneaux  #2),9782266118019,fre,471,10/8/2001,8,2
15369,The Lord of the Rings,9780563494850,eng,15,10/6/2003,12,4
15373,The Return of the King (The Lord of the Rings  #3),9780965307796,eng,440,1/1/2001,14,14
15374,The Ice Storm,9780316706001,eng,288,4/10/2002,8,4
15375,The Diviners,9780316013277,eng,592,1/2/2007,3,3
15378,Right Livelihoods: Three Novellas,9780316166348,eng,240,6/1/2007,18,18
15379,Black Veil: A Memoir with Digressions,9780316578998,eng,336,5/6/2002,6,4
15384,Garden State,9780571200610,eng,212,8/19/2002,16,6
15407,The Lord of the Rings Millennium Edition Boxed Set (The Lord of the Rings  #1-3),9780618037667,eng,1472,10/10/1999,13,11
15409,The Twenty-Seventh City,9781841157481,en-GB,528,5/1/2003,2,2
15420,Stork Naked (Xanth  #30),9780765304094,en-US,304,10/31/2006,1,1
15425,Pet Peeve (Xanth #29),9780765343116,en-US,384,10/1/2006,17,7
15428,Up in a Heaval (Xanth #26),9780812574999,eng,342,10/19/2003,4,1
15430,Roc and a Hard Place (Xanth #19),9780812534863,en-US,344,10/15/1996,3,3
15436,Swell Foop (Xanth #25),9780812574746,eng,384,10/13/2002,6,3
15437,Being a Green Mother (Incarnations of Immortality  #5),9780727840011,eng,400,10/26/1989,3,2
15438,Firefly,9780380759507,eng,466,3/1/1992,5,2
15444,Yon Ill Wind (Xanth #20),9780812555103,eng,340,10/15/1997,16,10
15445,Vision of Tarot (Tarot  #2),9780441864614,en-US,260,7/15/1987,4,3
15448,On a Pale Horse,9780345305183,eng,325,9/12/1984,1,1
15449,Vale of the Vole (Xanth #10),9780812574968,eng,304,3/15/2000,1,0
15452,The Dastard (Xanth #24),9780812574739,eng,384,10/14/2001,19,17
15453,Demons Don't Dream (Xanth #16),9780812534832,en-US,352,2/15/1994,3,1
15460,The Color of Her Panties (Xanth #15),9780380759491,eng,342,9/1/1992,2,2
15464,Faun & Games (Xanth #21),9780812555110,eng,352,10/15/1997,5,3
15466,Harpy Thyme (Xanth #17),9780812534849,en-US,352,2/15/1995,4,2
15468,Geis of the Gargoyle (Xanth #18),9780812534856,en-US,342,10/15/1995,15,13
15472,Three Complete Xanth Novels (Xanth  #1-3),9780517122334,en-GB,774,2/11/1995,7,5
15474,God of Tarot (Tarot  #1),9780441294701,en-US,288,3/1/1987,11,4
15490,Faith of Tarot (Tarot  #3),9780441225651,eng,304,4/15/1987,4,2
15496,Unicorn Point (Apprentice Adept #6),9780441845637,eng,337,1/1/1990,6,6
15497,Hard Sell,9780441317486,eng,268,5/1/1993,13,9
15498,Var the Stick (Battle Circle  #2),9780552097369,eng,172,3/21/1975,3,0
15501,Xanth: The Quest for Magic (Xanth  #1-3),9780345453280,en-US,784,10/29/2002,1,1
15502,Killobyte,9780441444250,en-US,312,1/1/1994,20,5
15509,Fractal Mode (Mode  #2),9780441251261,eng,344,12/1/1992,7,0
15518,Anthonology,9780812531145,eng,384,4/15/1986,15,10
15521,I Maccabees,9780385085335,eng,592,6/16/1976,18,2
15529,II Maccabees,9780385048644,eng,595,10/11/1983,1,0
15534,Question Quest (Xanth #14),9780380759484,en-US,368,10/1/1991,18,3
15535,Rings of Ice,9780380000364,eng,191,11/1/1987,1,1
15544,Shame of Man (Geodyssey  #2),9780312858117,eng,380,10/1/1994,19,16
15546,Magic Kingdom for Sale—Sold! (Magic Kingdom of Landover #1),9780345317575,eng,324,3/12/1986,15,5
15549,Armageddon's Children (Genesis of Shannara  #1),9780345484086,eng,371,9/30/2006,17,17
15550,Straken (High Druid of Shannara  #3),9780345451132,eng,384,8/15/2006,20,9
15552,Tanequil (High Druid of Shannara  #2),9780345435774,eng,357,8/30/2005,11,11
15553,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),9780345492869,eng,1248,11/14/2006,18,6
15555,The Heritage of Shannara (Heritage of Shannara  #1-4),9780345465542,eng,1238,8/26/2003,13,5
15557,Jarka Ruus (High Druid of Shannara  #1),9780345483898,eng,416,7/26/2005,19,9
15562,Ilse Witch (Voyage of the Jerle Shannara #1),9780743209519,eng,464,10/2/2000,1,1
15563,First King of Shannara (The Original Shannara Trilogy #0),9780345396532,eng,435,1/29/1997,10,10
15566,The Elf Queen of Shannara (Heritage of Shannara  #3),9781857238273,eng,416,3/4/1998,6,6
15577,The Druids' Keep (The Sword of Shannara  #2),9780345461452,eng,240,6/3/2003,10,9
15578,The Elfstones of Shannara (The Original Shannara Trilogy #2),9780345285546,eng,564,10/10/2000,16,15
15580,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),9780345461469,eng,240,8/5/2009,9,6
15581,Ferdydurke,9780300082401,eng,320,8/11/2000,16,11
15582,Cosmos and Pornografia: Two Novels,9780802151599,eng,362,3/23/1994,13,5
15584,Cosmos,9780300108484,eng,208,10/10/2005,12,8
15587,Bacacay,9780976395072,eng,275,5/1/2006,5,2
15592,McSweeney's #12,9781932416060,eng,273,12/1/2003,13,9
15594,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,9780679733768,eng,444,12/22/1991,5,5
15595,The Midwife's Apprentice,9780064406307,eng,128,8/16/1996,11,5
15598,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,9781587612213,eng,312,11/1/2004,15,3
15599,A Midwife's Story,9781905177042,eng,194,4/1/2007,17,4
15600,The Midwife's Tale,9780385335546,eng,256,3/2/2004,7,2
15603,Varney's Pocket Midwife,9780763726713,eng,616,1/1/2005,14,8
15606,McSweeney's #24,9781932416770,eng,300,5/28/2007,12,0
15610,Billy Budd  Sailor and Other Uncompleted Writings,9780810111134,eng,1016,12/15/2007,15,2
15611,Billy Budd  Sailor,9780226321325,eng,230,9/1/2001,11,5
15613,Billy Budd  Sailor,9781416523727,eng,160,8/1/2006,8,7
15617,The Outsider,9780060539252,en-US,672,7/29/2003,19,0
15622,Native Son,9780060837563,eng,504,8/2/2005,17,3
15624,Later Works: Black Boy (American Hunger) / The Outsider,9780940450677,eng,887,10/1/1991,4,2
15638,Cyrano de Bergerac,9780451528926,eng,240,8/5/2003,9,3
15640,Cyrano de Bergerac,9781854591173,eng,192,9/1/2003,19,15
15647,The Inferno of Dante: A New Verse Translation (Bilingual Edition),9780374525316,mul,464,9/1/1997,10,8
15650,Batman: Inferno,9780345479457,eng,339,10/31/2006,5,1
15651,Inferno (La Divina Commedia #1),9780195087444,eng,672,3/6/1997,1,1
15652,Dante's Inferno,9780253209306,eng,432,6/22/1995,19,6
15654,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,9780451203267,eng,548,6/1/2001,1,1
15655,The Kindness of Strangers,9780060564780,en-US,400,1/2/2007,7,6
15667,Stranger in the Forest: On Foot Across Borneo,9780375724954,eng,288,11/14/2000,4,2
15669,Strangers In Paradise  Pocket Book 5,9781892597380,eng,392,12/14/2005,3,0
15672,The Strangers in the House,9781590171943,eng,194,10/24/2006,19,11
15673,Wayside School Gets A Little Stranger (Wayside School  #3),9780747569114,eng,176,4/1/2004,2,0
15676,Strangers,9780425181119,eng,704,10/1/2002,13,11
15677,Strangers on a Train,9780393321982,eng,256,8/28/2001,6,3
15678,Come a Stranger (Tillerman Cycle  #5),9780689804441,eng,256,11/1/1995,4,1
15680,Exile and the Kingdom,9780307278586,eng,166,2/13/2007,13,12
15682,A Happy Death,9780141186580,eng,144,2/28/2002,7,4
15683,Lyrical and Critical Essays,9780394708522,eng,365,9/12/1970,6,3
15688,L'Étranger,9782070360024,fre,184,3/2/2000,17,17
15690,Outsider,9780819121417,eng,110,1/1/1983,13,7
15691,Caligula and Three Other Plays,9780394405209,fre,0,5/1/1966,15,8
15692,The Possessed,9780394702452,eng,190,3/12/1964,17,10
15698,Caligula,9782070386703,fre,224,9/1/1993,9,3
15701,Introducing Camus,9781840460643,en-US,176,1/3/1998,11,8
15704,Notebooks  1935-1951,9781569246665,eng,496,9/1/1998,4,2
15705,Existential Meditation,9781411665309,eng,100,12/22/2005,14,0
15708,The Plague,9780141185132,eng,238,12/5/2002,15,0
15714,Le mythe de Sisyphe,9782070322886,fre,187,2/21/1985,17,2
15719,Marvel 1602,9780785123118,eng,248,8/2/2006,3,2
15725,Galapagos: A Natural History,9781895176407,eng,336,6/30/1994,13,1
15731,Ecuador & the Galapagos Islands,9781741042955,en-GB,440,8/1/2006,14,8
15734,Galápagos,9782246371922,fre,282,6/1/1994,8,1
15735,Breakfast of Champions,9780573605734,eng,106,4/7/2017,6,3
15740,Seabiscuit: The Saga of a Great Champion,9781594160004,eng,64,8/1/2004,13,5
15746,One Door Away from Heaven,9780553582758,eng,681,10/29/2002,19,16
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,9780970998712,eng,700,10/25/2001,19,11
15764,The Amateur Marriage,9780345472458,eng,342,1/31/2006,17,7
15766,El matrimonio amateur,9788466307604,spa,459,11/1/2006,1,1
15773,Angel Christmas,9780451406286,eng,384,11/1/1995,9,4
15779,Sideways Stories from Wayside School (Wayside School #1),9780747571773,eng,144,1/19/2004,8,3
15781,Sideways,9780312342517,eng,368,10/1/2004,2,1
15782,Sideways Arithmetic from Wayside School (Wayside School #2.5),9780747569121,eng,96,5/1/2004,15,7
15783,The Sideways Guide to Wine and Life,9781557046864,eng,64,5/25/2005,20,7
15785,More Sideways Arithmetic from Wayside School (Wayside School #2.6),9780747569138,eng,112,9/1/1994,11,2
15786,Sideways: The Shooting Script,9781557046550,eng,192,12/8/2004,6,4
15788,White Man's Grave,9780312132149,eng,400,3/15/1995,19,10
15796,Charms for the Easy Life,9780060760250,eng,272,7/1/2005,11,9
15806,The Lovely Bones,9780316168816,en-US,328,4/20/2004,3,2
15812,Hour Game (Sean King & Michelle Maxwell  #2),9781405005227,eng,437,1/21/2005,9,9
15817,House of Sand and Fog,9780788759895,eng,15,1/1/1999,11,1
15819,While I Was Gone,9780345420749,eng,352,11/26/2002,15,10
15820,My War Gone by  I Miss It So,9780552771337,en-GB,336,11/7/2000,18,6
15824,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,9780743243827,eng,432,2/23/2004,14,11
15826,Bird Songs: Of North America,9781932855418,eng,368,9/28/2006,9,8
15827,National Geographic Field Guide to the Birds of North America,9780792253143,eng,503,11/23/2006,15,13
15836,Fugitive Pieces,9780679776598,eng,304,5/26/1998,2,2
15846,Theories of Relativity,9780805077902,eng,240,9/1/2005,10,4
15852,Relativity: The Special and the General Theory,9780143039822,eng,130,7/25/2006,18,15
15855,Relativity: The Special and the General Theory: The Masterpiece Science Edition,9780131862616,en-US,288,4/1/2005,9,6
15858,Mirror Mirror,9780060988654,eng,280,10/1/2004,9,4
15859,Unnatural Exposure (Kay Scarpetta  #8),9780425163405,eng,367,7/1/1998,12,12
15862,Estado De Miedo,9789685959759,spa,685,6/30/2005,7,3
15867,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,9781569755839,en-GB,216,10/19/2006,20,13
15872,Harry Potter y el misterio del príncipe (Harry Potter  #6),9788478889938,spa,602,2/28/2006,11,10
15876,Harry Potter y la Orden del Fénix (Harry Potter  #5),9788478888849,spa,893,2/21/2004,19,5
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,9780972393614,en-US,412,1/1/2003,18,9
15880,Harrius Potter et Philosophi Lapis,9781582348254,lat,249,7/7/2003,18,8
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),9780439064866,eng,341,6/2/1999,17,4
15882,Harrius Potter et Camera Secretorum,9781599900674,lat,277,12/26/2006,13,5
15887,La historia de la familia Roccamatio de Helsinki,9788423338665,spa,91,1/1/2007,13,7
15888,An Instance of the Fingerpost,9781573227957,eng,691,4/1/2000,19,4
15890,An Instance of the Fingerpost,9781573220828,eng,691,3/16/1998,4,1
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),9780613647908,eng,256,9/3/2002,8,4
15901,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),9780375422997,eng,261,9/20/2005,6,0
15902,The Right Attitude to Rain (Isabel Dalhousie  #3),9780375423000,eng,276,9/19/2006,8,7
15904,The Sunday Philosophy Club (Isabel Dalhousie  #1),9781400077090,eng,272,7/12/2005,1,1
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),9781400095087,eng,128,12/28/2004,6,2
15910,Geisha: The Life  the Voices  the Art,9780375701801,eng,128,10/27/1998,14,13
15923,True Believers (Gregor Demarkian  #17),9780312982867,eng,432,4/15/2002,16,7
15924,At First Sight (Jeremy Marsh & Lexie Darnell  #2),9780446698467,eng,204,9/5/2006,11,5
15925,The Guardian,9780446696111,eng,400,4/1/2005,11,1
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,9781561706600,eng,175,6/1/2003,11,0
15931,The Notebook (The Notebook  #1),9780553816716,eng,214,7/5/2004,19,13
15937,À tout jamais,9782266111102,fre,214,11/21/2002,1,1
15948,Weg der Träume,9783453861909,ger,352,4/1/2003,4,3
15952,Noches de tormenta,9788496544147,spa,190,6/1/2006,12,4
15956,True Believer,9780446532433,en-US,322,7/1/2009,16,0
15957,The Patron Saint of Liars,9781841150505,eng,352,4/1/2003,13,6
15962,Because It Is Bitter  and Because It Is My Heart,9780452265813,eng,416,3/30/1991,1,1
15966,The Female of the Species: Tales of Mystery and Suspense,9780156030274,eng,275,1/15/2007,12,5
15967,The Falls,9780060722296,eng,512,8/2/2005,16,2
15971,The Assignation: Stories,9780880014403,eng,208,8/1/1996,8,5
15972,The Gravedigger's Daughter,9780061236822,eng,582,5/29/2007,16,13
15973,Middle Age: A Romance,9780060934903,eng,480,10/1/2002,1,0
15974,Black Water,9780452269866,eng,160,5/1/1993,12,3
15975,Blonde,9782253152859,fre,1110,4/30/2002,1,0
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,9780151015313,en-US,229,8/6/2007,5,2
15981,A Garden of Earthly Delights (Wonderland Quartet  #1),9780812968347,eng,406,4/22/2003,16,14
15997,Paradise Lost,9780140424393,eng,453,2/27/2003,18,4
16004,Paradise Lost,9780192806192,eng,374,9/15/2005,1,0
16005,Paradise Lost,9780393924282,eng,590,12/15/2004,1,0
16006,Paradise (Second Opportunities  #1),9780743474160,eng,709,7/1/2003,14,7
16007,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,9781400049479,eng,288,8/5/2003,2,2
16014,Milton's Paradise Lost,9781841932514,eng,384,8/14/2008,19,3
16021,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,9781425910396,eng,272,2/14/2006,13,7
16033,Mary Queen of Scotland and The Isles,9780312155858,eng,870,4/15/1997,16,6
16035,When the Elephants Dance,9780142002889,en-US,368,6/24/2003,11,11
16047,A Thread of Grace,9780449004135,eng,442,12/6/2005,10,1
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,9780375758621,eng,281,3/12/2002,5,2
16059,The Dive From Clausen's Pier,9780375727139,eng,432,4/8/2003,10,2
16063,The Dive from Clausen's Pier,9780749933630,eng,368,3/27/2003,9,4
16074,A Dubious Codicil,9780701130640,eng,224,3/15/1991,9,0
16076,The Awakening and Selected Stories,9780743487672,eng,296,7/1/2004,7,4
16077,Complete Novels and Stories,9781931082211,eng,1075,9/30/2002,7,3
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,9781842931530,en-US,246,10/10/2005,1,1
16091,Grendel: Devil by the Deed,9781593077365,eng,48,3/27/2007,8,3
16093,Fuselfieber,9783453198258,ger,320,4/1/2002,2,1
16102,Mi vida en rose,9788497934909,spa,240,11/15/2004,8,2
16111,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),9780226677187,eng,793,5/31/1995,7,2
16112,Anthony Powell: A Life,9781585677108,eng,352,12/27/2005,3,1
16113,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),9780226677149,eng,718,5/31/1995,20,19
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),9780226677170,eng,715,5/31/1995,4,2
16115,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),9780226677163,eng,722,6/15/1995,6,0
16121,Titan: The Life of John D. Rockefeller  Sr.,9781400077304,eng,832,3/30/2004,7,0
16130,Alexander Hamilton,9780143034759,eng,818,3/29/2005,12,6
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,9780802138293,eng,812,9/20/2001,6,5
16141,Ego and Hubris: The Michael Malice Story,9780345479396,eng,160,4/11/2006,12,2
16148,Empire of the Senseless,9780802131799,eng,240,1/13/1994,10,0
16151,Great Expectations,9780802131553,eng,128,1/18/1994,10,10
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,9781400096190,eng,464,7/12/2005,14,13
16175,Queen of the Scene,9780060778569,en-US,32,9/26/2006,15,4
16176,The Red Queen: Sex and the Evolution of Human Nature,9780060556570,eng,405,4/29/2003,1,1
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),9780609808771,en-US,288,1/7/2003,2,2
16178,Dairy Queen (Dairy Queen  #1),9780618683079,eng,275,5/22/2006,5,5
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,9780060846732,en-US,336,4/11/2006,11,3
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),9780743272506,eng,518,12/5/2006,16,13
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),9780743272490,eng,390,9/6/2006,1,1
16182,The Favored Child (The Wideacre Trilogy  #2),9780743249300,eng,624,7/2/2003,14,3
16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),9780743269261,eng,441,9/7/2005,9,3
16184,Virgin Earth  (Tradescant  #2),9780743272537,en-US,661,4/5/2006,9,8
16185,The Wise Woman,9780006514640,eng,640,2/1/2002,5,5
16186,Meridon (The Wideacre Trilogy  #3),9780743249317,eng,569,7/2/2003,12,3
16187,The Little House,9780006496434,eng,368,2/1/1998,2,1
16188,Wideacre  (The Wideacre Trilogy  #1),9780743249294,eng,656,7/2/2003,2,1
16191,Un café lejos de aquí,9788496454330,spa,283,7/1/2006,14,8
16192,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,9780807071274,eng,214,9/5/2002,18,4
16193,Declarations of Independence: Cross-Examining American Ideology,9780060921088,eng,341,10/23/1991,1,1
16199,Citas Celestiales,9788489367159,spa,190,11/1/2006,3,0
16200,Ella Minnow Pea: A Novel in Letters,9780385722438,eng,208,9/17/2002,17,12
16205,Daisy Miller and Other Stories,9780192835437,eng,352,11/19/1998,10,8
16208,The Turn of the Screw/Daisy Miller,9780440391548,eng,192,8/1/1954,8,5
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,9780385495226,eng,352,6/15/1999,15,14
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,9780552143035,eng,384,8/1/1995,15,7
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,9780520251748,eng,267,3/19/2007,19,4
