id,book_id,borrower_id,date_borrow,date_due,date_return,fee
966,19370,535,2022-11-01,2023-01-17,2022-11-12,
967,29054,153,2023-08-05,2023-09-23,2023-09-21,
968,24475,420,2023-04-13,2023-05-04,2023-04-14,
969,31818,609,2023-04-24,2023-05-15,2023-05-02,
970,10691,40,2023-05-17,2023-06-14,2023-06-06,
971,1517,981,2023-09-11,2023-12-04,,
972,41486,707,2022-11-06,2022-12-18,2022-12-31,1.30
973,23439,202,2023-01-24,2023-03-28,2023-03-16,
974,23710,555,2023-09-13,2023-11-29,2023-09-28,
975,6956,556,2023-03-06,2023-04-10,2023-04-23,1.30
976,26451,293,2022-09-21,2022-12-07,2022-09-26,
977,38656,986,2023-08-05,2023-09-23,2023-09-21,
978,45116,9,2023-06-11,2023-08-06,2023-06-18,
979,498,639,2023-01-07,2023-03-25,,17.40
980,18182,353,2023-05-05,2023-06-16,2023-05-15,
981,21720,26,2023-03-03,2023-03-24,2023-03-03,
982,11922,890,2022-12-02,2022-12-23,2022-12-08,
983,25103,653,2023-07-13,2023-09-28,2023-08-13,
984,31837,497,2023-02-13,2023-03-06,2023-03-02,
985,2112,549,2023-04-05,2023-05-24,2023-04-13,
986,8494,720,2023-02-12,2023-04-16,2023-03-28,
987,20971,809,2023-01-05,2023-02-02,2023-01-29,
988,13530,373,2023-01-13,2023-02-17,2023-02-16,
989,17384,573,2023-08-18,2023-09-15,2023-08-28,
990,27092,567,2023-04-13,2023-06-29,2023-06-13,
991,43487,134,2023-09-06,2023-11-01,2023-10-15,
992,12842,439,2023-03-07,2023-04-11,2023-04-06,
993,539,567,2022-10-13,2023-01-05,2022-12-28,
994,6155,491,2023-07-02,2023-08-27,2023-07-18,
995,17118,885,2023-08-27,2023-10-08,2023-10-07,
996,30080,99,2023-06-12,2023-09-04,2023-08-29,
997,10979,470,2022-12-20,2023-03-14,2023-02-22,
998,10607,77,2023-03-10,2023-04-14,2023-04-11,
999,32779,929,2022-10-26,2022-12-28,2023-01-10,1.30
1000,6764,851,2022-11-20,2023-01-15,2022-11-28,
1001,40293,902,2022-10-27,2023-01-05,2022-12-02,
1002,27842,14,2023-02-02,2023-02-23,2023-02-12,
1003,22834,374,2023-01-02,2023-03-06,2023-02-03,
1004,3872,899,2023-06-23,2023-08-25,2023-06-26,
1005,26348,876,2023-08-21,2023-10-09,2023-09-25,
1006,3557,262,2023-03-29,2023-05-10,2023-05-01,
1007,7806,653,2023-07-21,2023-10-13,2023-08-17,
1008,23525,477,2023-09-06,2023-11-29,2023-11-10,
1009,39905,37,2023-07-18,2023-10-10,2023-09-10,
1010,11584,898,2022-10-06,2022-11-17,2022-10-30,
1011,20749,77,2023-02-02,2023-03-23,2023-03-10,
1012,17334,303,2022-11-22,2023-01-31,2023-01-21,
1013,1489,942,2022-10-22,2023-01-14,2022-12-16,
1014,12840,465,2023-05-17,2023-08-09,2023-08-07,
1015,4362,304,2022-09-30,2022-12-02,2022-10-16,
1016,11373,537,2022-12-04,2023-02-19,2023-01-21,
1017,5635,809,2022-10-29,2022-12-10,2022-11-04,
1018,2043,111,2023-02-02,2023-03-23,2023-02-08,
1019,43106,281,2022-12-15,2023-01-05,2022-12-29,
1020,31442,960,2022-11-20,2022-12-11,,27.80
1021,26913,549,2023-08-17,2023-09-28,2023-09-03,
1022,35210,82,2023-06-29,2023-08-31,2023-08-09,
1023,27763,172,2022-12-13,2023-02-21,2022-12-27,
1024,7611,398,2023-04-29,2023-07-08,2023-06-23,
1025,43779,69,2023-07-22,2023-09-02,2023-08-12,
1026,34523,490,2023-04-26,2023-06-21,2023-06-18,
1027,30106,715,2023-08-06,2023-09-10,2023-09-07,
1028,18926,858,2023-06-24,2023-08-05,2023-07-16,
1029,32913,314,2023-09-14,2023-11-30,2023-11-16,
1030,13146,178,2023-02-12,2023-05-07,2023-05-03,
1031,44230,503,2023-07-19,2023-08-30,2023-08-18,
1032,41487,71,2022-09-29,2022-10-27,2022-10-18,
1033,9723,157,2022-12-31,2023-01-28,2023-01-07,
1034,1461,562,2023-02-09,2023-04-20,2023-05-03,1.30
1035,1823,443,2023-03-14,2023-04-11,2023-03-15,
1036,6426,531,2023-05-27,2023-07-01,2023-06-03,
1037,30410,306,2023-01-03,2023-03-21,2023-02-14,
1038,1877,454,2023-01-26,2023-02-16,2023-02-08,
1039,36598,283,2023-03-29,2023-05-24,2023-04-02,
1040,10096,624,2023-02-01,2023-04-26,2023-03-21,
1041,32498,563,2023-03-24,2023-05-05,2023-04-25,
1042,29633,736,2023-06-20,2023-09-05,2023-07-09,
1043,13832,437,2023-03-16,2023-06-01,2023-06-01,
1044,37,615,2023-03-11,2023-04-15,2023-04-11,
1045,24863,78,2023-06-10,2023-08-12,2023-07-31,
1046,28692,706,2023-08-10,2023-09-07,2023-08-29,
1047,13548,692,2023-04-27,2023-05-18,2023-05-07,
1048,31104,3,2023-08-12,2023-10-07,2023-08-20,
1049,33464,699,2022-10-26,2022-12-28,2022-12-17,
1050,13519,381,2023-07-10,2023-09-25,2023-09-18,
1051,8048,60,2023-02-19,2023-03-19,2023-03-18,
1052,7003,149,2023-06-20,2023-09-05,2023-07-18,
1053,42149,241,2023-03-29,2023-05-24,2023-04-13,
1054,3693,970,2023-08-22,2023-09-12,2023-09-03,
1055,7841,302,2023-01-22,2023-02-19,2023-02-18,
1056,39242,404,2023-01-03,2023-03-21,2023-01-06,
1057,7353,506,2022-12-13,2023-02-28,2023-02-28,
1058,1121,113,2022-09-29,2022-11-10,2022-11-05,
1059,19172,773,2022-09-30,2022-12-09,2022-11-13,
1060,2222,168,2022-12-30,2023-01-20,2023-01-08,
1061,5113,300,2023-04-08,2023-06-17,2023-06-17,
1062,34016,888,2023-07-21,2023-08-18,2023-08-07,
1063,2327,594,2023-05-17,2023-08-02,2023-07-04,
1064,12349,71,2023-01-20,2023-03-24,2023-01-20,
1065,12540,653,2022-12-25,2023-03-12,2023-03-09,
1066,35819,306,2023-04-12,2023-05-31,2023-04-29,
1067,33443,504,2023-01-01,2023-03-12,2023-02-09,
1068,22915,776,2023-05-09,2023-06-27,2023-07-10,1.30
1069,18361,559,2022-11-04,2022-12-02,2022-11-29,
1070,18422,433,2023-02-24,2023-05-05,2023-04-11,
1071,19633,118,2023-09-03,2023-11-19,2023-10-27,
1072,35432,596,2023-03-31,2023-05-12,2023-05-03,
1073,20001,291,2023-01-13,2023-03-03,2023-02-13,
1074,21152,364,2022-09-29,2022-10-27,2022-10-19,
1075,5966,331,2023-05-03,2023-06-21,2023-05-21,
1076,33152,23,2023-03-02,2023-05-11,2023-03-30,
1077,45294,773,2023-03-28,2023-05-30,2023-04-23,
1078,21764,125,2023-09-11,2023-11-20,2023-10-26,
1079,13922,348,2023-02-24,2023-04-14,2023-03-22,
1080,18365,511,2023-01-07,2023-03-18,2023-02-10,
1081,25807,664,2023-05-08,2023-06-05,2023-05-23,
1082,35975,951,2022-12-27,2023-02-07,2023-01-14,
1083,22486,802,2023-03-20,2023-04-24,2023-03-26,
1084,11702,666,2023-03-08,2023-04-05,2023-03-14,
1085,4472,983,2023-06-11,2023-08-27,2023-08-09,
1086,6144,94,2023-07-07,2023-07-28,2023-07-25,
1087,15923,303,2023-06-26,2023-09-04,2023-08-17,
1088,13002,19,2022-10-22,2022-12-17,2022-11-01,
1089,3462,839,2023-05-16,2023-08-08,2023-07-16,
1090,3587,551,2022-09-24,2022-10-29,2022-10-08,
1091,22584,190,2023-05-06,2023-06-10,2023-05-06,
1092,16928,113,2023-09-08,2023-10-27,2023-10-02,
1093,32307,208,2022-11-18,2023-02-03,2022-12-19,
1094,33348,775,2022-10-12,2022-11-30,2022-11-10,
1095,44652,144,2023-06-05,2023-08-14,2023-08-01,
1096,33152,691,2023-07-18,2023-09-12,2023-07-23,
1097,20408,882,2022-11-04,2022-12-30,2022-12-28,
1098,41424,74,2022-12-14,2023-02-01,2022-12-15,
1099,9484,223,2022-09-15,2022-11-17,,30.20
1100,22718,975,2023-04-09,2023-04-30,2023-04-27,
1101,13998,636,2023-02-09,2023-03-09,2023-02-09,
1102,32328,607,2023-07-12,2023-10-04,2023-10-04,
1103,9419,491,2023-08-12,2023-10-07,2023-08-14,
1104,1853,682,2023-09-07,2023-11-30,2023-10-15,
1105,28308,889,2023-02-11,2023-03-25,2023-02-24,
1106,32975,808,2022-11-20,2023-02-12,2022-12-13,
1107,2881,361,2023-07-09,2023-08-20,2023-07-09,
1108,45106,612,2023-04-23,2023-06-11,2023-05-13,
1109,205,521,2022-11-30,2023-01-11,2022-12-09,
1110,32197,512,2023-05-21,2023-07-02,,7.50
1111,37170,943,2022-10-09,2022-12-25,2022-11-01,
1112,18790,881,2023-08-07,2023-09-18,2023-08-24,
1113,4714,945,2023-03-19,2023-05-07,2023-03-30,
1114,34016,836,2023-08-17,2023-09-07,2023-08-27,
1115,1576,159,2022-09-30,2022-10-28,2022-10-27,
1116,12248,138,2022-11-09,2023-01-11,2022-12-31,
1117,15577,256,2022-12-24,2023-02-18,2022-12-29,
1118,32703,718,2023-01-02,2023-02-20,2023-01-15,
1119,40425,949,2023-01-15,2023-03-19,2023-01-20,
1120,12116,700,2022-12-10,2023-02-04,2022-12-26,
1121,11253,599,2022-09-29,2022-12-22,2022-12-04,
1122,1090,479,2023-01-13,2023-02-24,2023-02-14,
1123,362,72,2023-08-13,2023-09-10,2023-09-05,
1124,6302,922,2022-09-15,2022-12-01,2022-10-09,
1125,2802,374,2023-07-18,2023-10-03,2023-09-17,
1126,22743,495,2022-12-25,2023-02-26,2023-01-07,
1127,5855,778,2023-07-06,2023-08-03,2023-07-09,
1128,19595,255,2023-02-28,2023-05-16,2023-05-06,
1129,16191,794,2023-05-15,2023-06-12,2023-06-04,
1130,10606,808,2023-07-20,2023-09-28,2023-09-26,
1131,10347,937,2023-09-03,2023-09-24,,
1132,39020,230,2023-06-11,2023-08-06,2023-07-28,
1133,1468,202,2022-11-02,2023-01-18,2022-11-18,
1134,36160,724,2023-08-03,2023-09-07,2023-08-14,
1135,12220,519,2022-10-26,2022-11-30,2022-11-02,
1136,3444,90,2023-02-22,2023-04-05,2023-02-24,
1137,41485,450,2022-12-05,2023-02-13,2023-01-03,
1138,27695,433,2023-05-22,2023-07-03,2023-06-27,
1139,32741,733,2023-07-06,2023-09-28,2023-09-05,
1140,4606,263,2023-07-06,2023-08-24,2023-08-02,
1141,28407,12,2023-04-13,2023-07-06,2023-06-18,
1142,4682,839,2022-09-21,2022-11-09,2022-10-26,
1143,9325,241,2023-01-07,2023-02-25,2023-01-18,
1144,20812,893,2023-03-09,2023-05-04,2023-04-14,
1145,22448,170,2022-12-30,2023-02-10,,21.70
1146,41129,917,2022-11-15,2023-01-10,2022-12-21,
1147,30413,284,2022-12-12,2023-02-20,2023-01-15,
1148,34535,395,2023-01-19,2023-02-09,2023-01-22,
1149,23937,913,2022-09-17,2022-11-05,,31.40
1150,14064,995,2023-04-06,2023-06-01,2023-04-16,
1151,32913,903,2023-06-02,2023-06-23,2023-06-12,
1152,45183,997,2023-03-07,2023-05-30,2023-05-09,
1153,14895,461,2023-02-03,2023-03-03,2023-02-04,
1154,41044,602,2023-05-11,2023-06-15,2023-06-12,
1155,18653,807,2022-11-19,2022-12-17,2022-12-16,
1156,27059,461,2023-04-17,2023-06-05,2023-04-22,
1157,7076,68,2023-02-22,2023-03-22,2023-03-11,
1158,14883,848,2022-10-08,2022-11-12,2022-10-31,
1159,43081,556,2022-12-07,2023-03-01,2023-01-08,
1160,18383,653,2022-12-10,2023-01-14,2022-12-16,
1161,24335,664,2022-10-15,2022-11-26,2022-11-08,
1162,4418,590,2022-10-08,2022-12-17,2022-10-14,
1163,41822,959,2022-12-22,2023-01-12,2022-12-22,
1164,19508,439,2022-09-22,2022-12-08,2022-09-26,
1165,21799,246,2022-12-09,2023-02-03,2023-01-23,
1166,17056,947,2022-11-29,2023-01-10,2023-01-10,
1167,33773,971,2023-08-18,2023-10-06,2023-09-23,
1168,19503,771,2023-03-27,2023-04-24,2023-05-07,1.30
1169,12172,960,2022-09-30,2022-12-09,2022-11-22,
1170,28935,514,2023-02-12,2023-04-09,2023-03-13,
1171,41506,638,2023-02-26,2023-03-19,2023-03-14,
1172,11482,640,2023-01-20,2023-03-10,2023-02-28,
1173,38180,38,2023-03-20,2023-05-22,2023-06-04,1.30
1174,27847,95,2023-05-28,2023-06-25,2023-06-02,
1175,25491,190,2023-08-31,2023-11-09,2023-09-14,
1176,8417,420,2023-04-13,2023-06-15,2023-06-13,
1177,7554,346,2023-08-08,2023-09-19,2023-09-13,
1178,2965,455,2023-05-12,2023-06-02,2023-05-27,
1179,5132,32,2022-12-29,2023-03-02,2023-01-26,
1180,24569,437,2023-04-01,2023-05-20,2023-04-24,
1181,2953,824,2023-08-12,2023-10-14,,
1182,32520,454,2022-10-26,2022-11-16,2022-10-30,
1183,5307,525,2022-12-06,2023-01-03,2023-01-16,1.30
1184,32430,647,2023-08-02,2023-09-20,2023-08-05,
1185,33931,224,2023-02-13,2023-04-03,2023-02-18,
1186,13347,598,2022-12-14,2023-01-18,2022-12-16,
1187,29378,413,2023-01-25,2023-03-29,2023-02-21,
1188,8533,677,2022-11-03,2022-12-22,2022-11-15,
1189,6227,909,2023-08-01,2023-09-19,2023-08-30,
1190,12194,572,2022-09-26,2022-11-21,2022-10-21,
1191,2306,860,2023-08-11,2023-09-01,2023-08-28,
1192,3513,850,2023-06-30,2023-09-01,2023-09-01,
1193,42068,85,2022-10-04,2022-11-08,2022-10-18,
1194,6904,751,2023-01-02,2023-03-20,2023-03-20,
1195,42625,633,2022-11-13,2023-01-01,2022-12-03,
1196,12328,801,2022-12-20,2023-01-31,2023-01-07,
1197,20071,955,2023-02-04,2023-04-01,2023-03-28,
1198,16320,960,2023-03-08,2023-05-31,2023-04-10,
1199,122,68,2022-12-12,2023-01-23,2023-01-09,
1200,3825,736,2023-01-26,2023-03-02,2023-02-22,
1201,18190,160,2022-10-02,2022-10-23,2022-10-14,
1202,2048,495,2022-11-26,2022-12-31,2022-12-22,
1203,1449,146,2022-10-01,2022-10-29,2022-10-24,
1204,23460,935,2023-03-12,2023-04-16,2023-04-08,
1205,25210,803,2023-09-13,2023-11-01,2023-10-17,
1206,7763,790,2022-11-04,2022-12-23,2022-11-13,
1207,39440,886,2023-02-22,2023-03-29,2023-03-08,
1208,18338,379,2022-12-15,2023-01-12,2023-01-10,
1209,9386,263,2022-12-17,2023-03-04,2023-01-26,
1210,19671,833,2023-04-07,2023-05-26,2023-05-26,
1211,4601,824,2023-04-28,2023-07-07,2023-05-17,
1212,33447,104,2022-10-09,2022-11-13,2022-11-06,
1213,32317,970,2023-04-06,2023-06-15,2023-04-15,
1214,17945,931,2023-05-15,2023-07-24,2023-07-02,
1215,24620,347,2023-04-13,2023-05-25,2023-05-19,
1216,18833,141,2023-03-27,2023-05-29,2023-05-26,
1217,20164,549,2022-10-10,2022-12-05,,28.40
1218,28887,64,2023-02-27,2023-04-24,2023-03-28,
1219,43010,640,2023-02-09,2023-04-06,2023-02-12,
1220,24345,528,2023-01-28,2023-03-11,2023-02-05,
1221,32418,318,2023-08-17,2023-10-05,2023-08-25,
1222,25016,259,2022-10-11,2022-12-13,2022-11-14,
1223,16649,953,2023-08-28,2023-11-20,2023-09-30,
1224,18923,395,2023-08-03,2023-10-26,2023-08-15,
1225,10663,537,2023-07-31,2023-10-23,2023-09-29,
1226,27515,117,2023-03-18,2023-04-08,2023-03-24,
1227,16542,737,2022-11-27,2023-02-19,2022-12-10,
1228,4397,29,2023-03-02,2023-05-11,2023-03-22,
1229,27588,643,2023-07-21,2023-09-15,2023-09-11,
1230,1618,319,2023-08-21,2023-10-16,2023-09-19,
1231,26768,271,2023-08-04,2023-09-22,2023-09-19,
1232,1991,750,2023-08-19,2023-10-28,2023-10-16,
1233,44865,436,2022-12-16,2023-03-03,2023-03-03,
1234,9532,962,2023-05-11,2023-06-22,2023-05-21,
1235,24604,564,2023-01-06,2023-01-27,2023-01-13,
1236,22268,743,2022-12-24,2023-02-11,2022-12-26,
1237,21343,296,2022-09-15,2022-12-08,2022-10-12,
1238,22362,535,2023-03-17,2023-05-26,2023-04-09,
1239,20862,524,2023-06-02,2023-08-04,2023-07-29,
1240,5824,526,2023-01-25,2023-02-15,2023-02-02,
1241,15974,624,2023-03-16,2023-06-08,2023-05-29,
1242,38804,113,2022-10-10,2022-11-14,2022-10-18,
1243,11597,78,2023-05-01,2023-05-22,2023-05-08,
1244,23421,524,2022-10-22,2022-11-19,2022-11-02,
1245,2906,201,2023-02-01,2023-03-22,2023-02-16,
1246,31975,75,2022-12-30,2023-02-24,2023-01-29,
1247,24617,97,2022-11-08,2022-12-06,2022-12-03,
1248,9253,411,2022-11-16,2022-12-28,2022-11-19,
1249,35454,977,2023-04-12,2023-05-03,2023-04-25,
1250,17255,333,2022-10-31,2022-12-26,2022-11-15,
1251,4584,707,2023-02-17,2023-03-24,2023-03-03,
1252,9303,128,2023-01-24,2023-02-14,2023-01-26,
1253,10525,789,2022-12-10,2023-01-28,2023-01-05,
1254,34902,934,2022-09-19,2022-10-17,,33.30
1255,1845,595,2023-04-18,2023-06-20,2023-06-18,
1256,204,695,2022-09-21,2022-11-30,2022-09-25,
1257,8013,234,2022-10-02,2022-10-23,2022-10-07,
1258,21544,74,2022-11-24,2023-02-16,2022-12-07,
1259,22913,4,2023-02-11,2023-04-01,2023-02-23,
1260,8856,484,2022-10-13,2022-11-17,2022-11-06,
1261,24096,287,2023-09-02,2023-10-21,2023-09-27,
1262,7366,921,2023-03-27,2023-05-01,,13.70
1263,14657,520,2023-05-30,2023-06-27,2023-06-19,
1264,36076,668,2023-07-08,2023-08-12,2023-07-23,
1265,28873,239,2023-02-23,2023-04-06,2023-03-02,
1266,2404,985,2022-12-24,2023-03-04,2023-01-01,
1267,15468,435,2023-06-07,2023-08-30,2023-08-04,
1268,30112,618,2023-02-23,2023-03-23,2023-03-18,
1269,3325,870,2022-11-29,2023-01-31,,22.70
1270,36422,248,2023-06-16,2023-07-21,2023-08-03,1.30
1271,13579,951,2023-03-29,2023-05-17,2023-05-17,
1272,38302,849,2023-02-09,2023-04-13,2023-03-29,
1273,10797,304,2023-03-11,2023-05-20,2023-04-20,
1274,32426,913,2023-01-18,2023-03-22,2023-02-26,
1275,1444,142,2023-09-13,2023-11-29,2023-10-06,
1276,43758,754,2022-11-04,2022-12-09,2022-11-15,
1277,26930,647,2022-10-05,2022-12-28,2022-11-05,
1278,9591,125,2023-01-29,2023-02-26,2023-02-11,
1279,32317,586,2022-11-21,2023-01-30,2022-12-24,
1280,8924,31,2022-09-23,2022-11-18,2022-10-20,
1281,18185,484,2022-12-07,2023-03-01,2022-12-20,
1282,35249,250,2022-12-20,2023-01-17,2023-01-13,
1283,15138,541,2023-08-09,2023-08-30,2023-08-12,
1284,31182,984,2023-06-26,2023-08-07,2023-07-09,
1285,27297,150,2022-09-19,2022-10-17,2022-10-10,
1286,27932,63,2023-03-02,2023-05-25,2023-04-28,
1287,43717,230,2023-08-11,2023-09-29,2023-10-12,1.30
1288,11406,611,2023-06-26,2023-09-04,2023-06-30,
1289,295,645,2022-12-04,2023-01-15,2023-01-04,
1290,41344,239,2023-09-01,2023-10-13,2023-09-29,
1291,5005,730,2023-07-01,2023-08-19,2023-07-07,
1292,35116,890,2022-12-01,2023-01-26,2023-01-05,
1293,7781,749,2022-12-15,2023-01-19,2022-12-28,
1294,34844,615,2022-11-18,2023-02-10,2022-12-29,
1295,40146,208,2023-07-03,2023-09-11,2023-07-23,
1296,39286,645,2023-03-15,2023-05-17,2023-05-01,
1297,26051,868,2022-11-29,2023-01-03,2022-12-19,
1298,21535,594,2023-02-26,2023-04-30,2023-04-05,
1299,2822,488,2023-01-03,2023-02-28,2023-01-22,
1300,29091,565,2023-03-24,2023-04-14,2023-04-13,
1301,12682,123,2023-04-18,2023-07-11,2023-04-19,
1302,12682,466,2022-11-11,2023-01-20,2023-01-06,
1303,12914,266,2023-06-30,2023-09-15,2023-07-12,
1304,37858,676,2023-09-03,2023-11-19,2023-11-10,
1305,43826,707,2023-06-12,2023-08-28,2023-08-14,
1306,4979,635,2023-07-07,2023-08-04,2023-08-04,
1307,22669,438,2023-05-02,2023-07-18,2023-05-03,
1308,40836,669,2023-09-08,2023-10-20,2023-10-18,
1309,11021,685,2023-08-11,2023-09-08,2023-08-17,
1310,26075,150,2023-08-30,2023-11-22,2023-11-14,
1311,34687,626,2023-02-24,2023-05-05,2023-04-30,
1312,37067,627,2023-04-08,2023-05-20,,11.80
1313,9599,726,2022-10-16,2022-11-27,2022-10-25,
1314,34918,454,2023-05-05,2023-06-16,2023-06-02,
1315,28862,790,2022-11-21,2022-12-12,2022-11-26,
1316,23525,943,2023-04-29,2023-07-15,2023-07-08,
1317,21776,336,2023-03-13,2023-05-22,2023-03-15,
1318,36348,767,2022-11-15,2023-01-10,2023-01-02,
1319,10836,251,2022-11-15,2023-01-10,2023-01-06,
1320,4898,891,2023-07-05,2023-08-02,2023-07-25,
1321,32936,778,2023-03-09,2023-04-27,2023-03-21,
1322,15003,651,2023-09-04,2023-10-09,2023-09-19,
1323,17581,965,2022-12-19,2023-03-13,2023-02-12,
1324,16393,240,2023-07-11,2023-09-12,2023-08-14,
1325,12263,723,2023-08-30,2023-09-20,2023-09-13,
1326,153,295,2023-07-12,2023-08-30,2023-08-27,
1327,37625,321,2023-03-30,2023-04-20,,14.80
1328,11478,266,2023-07-23,2023-08-27,2023-07-25,
1329,30476,142,2022-12-24,2023-02-04,2023-01-20,
1330,39820,792,2022-11-06,2023-01-22,2023-01-07,
1331,30384,348,2023-02-11,2023-04-08,2023-03-18,
1332,2820,796,2022-12-13,2023-01-24,2022-12-13,
1333,16435,703,2023-06-04,2023-08-13,2023-07-05,
1334,28913,353,2022-10-02,2022-12-04,2022-12-03,
1335,865,907,2022-12-24,2023-03-18,2023-03-14,
1336,5062,449,2023-04-17,2023-05-08,2023-05-01,
1337,38936,243,2022-11-07,2023-01-09,2022-12-14,
1338,11604,647,2023-07-13,2023-09-14,2023-07-27,
1339,5352,35,2023-06-13,2023-08-15,,3.10
1340,10563,902,2022-12-11,2023-01-22,2023-01-01,
1341,4454,847,2022-09-16,2022-10-28,2022-09-16,
1342,18911,415,2023-04-10,2023-05-29,2023-05-22,
1343,5344,472,2023-08-23,2023-09-13,2023-09-08,
1344,13033,127,2023-02-12,2023-04-02,2023-03-11,
1345,32241,891,2023-03-12,2023-05-14,2023-03-23,
1346,10971,784,2023-04-04,2023-05-23,2023-05-14,
1347,11548,954,2023-04-06,2023-06-15,2023-04-20,
1348,21338,160,2022-10-08,2022-12-17,2022-12-14,
1349,11574,127,2022-10-20,2023-01-05,2022-11-13,
1350,13425,725,2023-05-03,2023-07-19,2023-05-13,
1351,37301,638,2023-08-14,2023-09-25,2023-09-21,
1352,10969,81,2023-06-30,2023-09-22,2023-07-02,
1353,6407,536,2023-05-10,2023-06-21,2023-05-14,
1354,10972,927,2023-03-31,2023-05-12,,12.60
1355,38678,882,2023-05-27,2023-06-24,2023-06-08,
1356,8200,929,2022-11-08,2023-01-10,2022-12-08,
1357,41348,869,2023-02-14,2023-04-25,2023-03-29,
1358,17320,101,2022-12-20,2023-01-24,2023-01-11,
1359,32942,32,2023-03-01,2023-03-22,2023-03-07,
1360,10966,372,2023-08-25,2023-11-03,2023-09-12,
1361,45500,632,2023-08-05,2023-09-30,2023-08-14,
1362,33936,259,2022-10-28,2022-11-18,2022-10-29,
1363,37587,752,2023-06-16,2023-07-21,2023-08-03,1.30
1364,29545,681,2022-10-22,2022-11-12,2022-10-27,
1365,24065,463,2022-11-08,2022-11-29,2022-11-19,
1366,19676,691,2023-03-06,2023-04-10,2023-03-17,
1367,8495,695,2022-11-15,2022-12-27,2022-11-27,
1368,2727,820,2022-12-19,2023-02-20,2023-01-05,
1369,22576,77,2023-08-08,2023-09-26,2023-09-25,
1370,37477,716,2022-12-01,2022-12-22,2022-12-16,
1371,15251,245,2022-09-30,2022-12-23,2022-11-07,
1372,2701,139,2023-06-20,2023-09-05,2023-07-19,
1373,21032,463,2023-07-06,2023-08-17,2023-08-11,
1374,1486,873,2023-04-19,2023-05-31,2023-04-21,
1375,34627,513,2023-06-08,2023-08-03,2023-06-20,
1376,34501,296,2023-02-03,2023-04-21,2023-02-27,
1377,19487,548,2023-08-10,2023-11-02,2023-08-25,
1378,9010,496,2023-06-02,2023-08-25,2023-06-04,
1379,38787,446,2023-07-27,2023-10-19,2023-09-10,
1380,19180,206,2022-11-01,2022-12-27,2022-12-19,
1381,37863,804,2023-04-13,2023-05-18,2023-04-30,
1382,6691,156,2023-05-24,2023-07-12,2023-07-25,1.30
1383,16803,674,2022-10-27,2023-01-05,2022-11-17,
1384,12571,611,2023-06-13,2023-08-15,2023-07-01,
1385,17506,311,2023-09-03,2023-10-01,2023-09-23,
1386,8147,199,2023-05-03,2023-06-14,2023-05-09,
1387,6109,443,2023-03-08,2023-04-05,2023-03-18,
1388,25737,843,2022-11-30,2023-02-01,2023-01-14,
1389,15705,354,2023-03-30,2023-05-18,2023-05-01,
1390,3977,678,2023-06-20,2023-08-29,2023-07-11,
1391,32199,61,2022-11-13,2023-01-01,2022-11-22,
1392,7332,844,2023-02-11,2023-04-08,2023-04-08,
1393,31101,827,2023-02-15,2023-03-29,2023-02-21,
1394,30263,425,2023-09-01,2023-09-22,2023-09-09,
1395,28257,249,2023-06-14,2023-09-06,2023-07-04,
1396,32637,143,2023-04-09,2023-04-30,2023-04-19,
1397,5700,932,2023-06-27,2023-07-18,2023-07-02,
1398,11621,868,2023-04-22,2023-06-03,2023-05-28,
1399,42051,476,2023-04-17,2023-06-19,,8.80
1400,11428,17,2023-07-06,2023-08-10,2023-07-23,
1401,4965,173,2023-03-14,2023-05-30,2023-03-28,
1402,25740,543,2022-11-15,2023-01-24,2022-12-28,
1403,40941,857,2022-12-10,2023-02-11,2023-02-09,
1404,10581,240,2023-04-30,2023-06-04,2023-05-13,
1405,17944,649,2022-09-28,2022-11-30,2022-10-18,
1406,20692,398,2023-02-15,2023-04-05,2023-03-01,
1407,33836,104,2023-05-24,2023-08-02,2023-07-26,
1408,17384,720,2023-07-18,2023-09-26,2023-07-26,
1409,22026,482,2023-04-11,2023-06-20,2023-05-06,
1410,10996,624,2023-03-15,2023-05-31,2023-04-21,
1411,29036,749,2023-02-11,2023-04-08,2023-04-06,
1412,9987,782,2023-07-23,2023-10-08,2023-09-13,
1413,18834,594,2023-06-27,2023-08-29,2023-06-30,
1414,41602,188,2022-12-03,2023-01-14,2022-12-10,
1415,44539,235,2023-06-22,2023-09-14,2023-09-27,1.30
1416,9186,276,2022-11-28,2022-12-19,2022-12-15,
1417,37826,437,2022-10-26,2022-11-23,2022-11-15,
1418,16580,276,2023-09-09,2023-11-25,2023-10-18,
1419,17015,160,2023-05-19,2023-06-23,2023-06-13,
1420,6466,94,2023-07-14,2023-08-11,2023-07-19,
1421,19135,469,2022-11-13,2023-01-01,2022-12-14,
1422,105,191,2022-10-30,2023-01-22,2022-12-19,
1423,25260,80,2023-03-15,2023-05-31,2023-03-20,
1424,18042,19,2023-07-03,2023-08-21,2023-07-12,
1425,5898,551,2023-07-20,2023-09-28,2023-09-22,
1426,41492,876,2023-08-31,2023-11-16,2023-10-29,
1427,799,697,2023-06-07,2023-07-19,2023-07-05,
1428,36333,575,2023-05-03,2023-06-07,2023-05-22,
1429,94,715,2023-05-19,2023-07-14,2023-07-27,1.30
1430,29362,77,2023-04-03,2023-05-29,2023-05-08,
1431,4479,817,2023-07-13,2023-08-17,2023-08-10,
1432,4835,664,2023-02-23,2023-04-06,2023-03-21,
1433,299,429,2022-11-22,2023-02-07,2023-02-01,
